Unnamed: 0,code,name,description,material,size,fragm,cultlayer,execorg,survyear,row_id,image_file,image_abs,image_exists,artifact_id,group_key,name_raw,name_norm,material_raw,material_norm,fragm_raw,fragm_norm,raw_label,norm_label,label_is_missing,label_is_uncertain,group_has_conflict,is_very_rare,quality_flag,reason_flag
16264,ВО-1л58-2017-1030,Изразец,"Изразца красноглиняного с зеленой люстровой поливой (муравленого ?) фр-т, румпа утрачена",Керамика,7+ х 8+х 2 см,Фрагмент,Бурая супесь с битым кирпич. и изразцами под деревом,ИИМК РАН,2017.0,1374,dataset/ВО-1л58-2017-1030_orig.jpg,cu_data/dataset/ВО-1л58-2017-1030_orig.jpg,True,ВО-1л58-2017-1030,ВО-1л58-2017,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,True,True,False,uncertain_label|group_conflict,abbr_in_description|uncertain_text|group_conflict
16266,ВО-1л58-2017-1036,Изразец,Изразец красноглиняный плоский с бортиками по двум краям (поясовый ?) с белой поливой,Керамика,"22,5 х 11,2 х 1,5; выс.рум=5 см",Целый,Бурая супесь с битым кирпич. и изразцами под деревом,ИИМК РАН,2017.0,1376,dataset/ВО-1л58-2017-1036_orig.jpg,cu_data/dataset/ВО-1л58-2017-1036_orig.jpg,True,ВО-1л58-2017-1036,ВО-1л58-2017,Изразец,изразец,Керамика,керамика,Целый,целый,Изразец,изразец,False,True,True,False,uncertain_label|group_conflict,uncertain_text|group_conflict
16268,ВО-1л58-2017-1038,Изразец,"Изразца (карнизного вертикального пояса-каблучка углового?) красноглиняного с белой поливой фр-т, румпа утрачена",Керамика,"22 х 11,5+ х 1 см",Фрагмент,Бурая супесь с битым кирпич. и изразцами под деревом,ИИМК РАН,2017.0,1377,dataset/ВО-1л58-2017-1038_orig.jpg,cu_data/dataset/ВО-1л58-2017-1038_orig.jpg,True,ВО-1л58-2017-1038,ВО-1л58-2017,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,True,True,False,uncertain_label|group_conflict,abbr_in_description|uncertain_text|group_conflict
16269,ВО-1л58-2017-1042,Изразец,"Изразец-городок белоглиняный зубчатый (корона ?) с белой поливой, фрагментированный",Керамика,"19 х 6,5+ х 2 см",Фрагмент,Засыпка битым кирпич. и изразцами,ИИМК РАН,2017.0,1378,dataset/ВО-1л58-2017-1042_orig.jpg,cu_data/dataset/ВО-1л58-2017-1042_orig.jpg,True,ВО-1л58-2017-1042,ВО-1л58-2017,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,True,True,False,uncertain_label|group_conflict,uncertain_text|group_conflict
16348,ВО-1л58-2017-1157,Миска,Миски красноглиняной с зеленой поливой внутри и следами нагара (?) снаружи венчика фр-т,Керамика,Д=24 см,Фрагмент,Заполнение канавы,ИИМК РАН,2017.0,1385,dataset/ВО-1л58-2017-1157_orig.jpg,cu_data/dataset/ВО-1л58-2017-1157_orig.jpg,True,ВО-1л58-2017-1157,ВО-1л58-2017,Миска,миска,Керамика,керамика,Фрагмент,фрагмент,Миска,миска,False,True,True,False,uncertain_label|group_conflict,abbr_in_description|uncertain_text|group_conflict
16409,ВО-1л58-2017-1238,Крышка,Крышки (?) красноглиняной с нагаром снаружи и внутри края фр-т,Керамика,Д=20 см,Фрагмент,Заполнение канавы,ИИМК РАН,2017.0,1386,dataset/ВО-1л58-2017-1238_orig.jpg,cu_data/dataset/ВО-1л58-2017-1238_orig.jpg,True,ВО-1л58-2017-1238,ВО-1л58-2017,Крышка,крышка,Керамика,керамика,Фрагмент,фрагмент,Крышка,крышка,False,True,True,False,uncertain_label|group_conflict,abbr_in_description|uncertain_text|group_conflict
913,Кроп-2013-155,Блюдце,Сосуда (блюдца ?) фарфорового с растительным полихромным орнаментом внутри венчика фр-т,Фарфор,Д=15 см,Фрагмент,,,2013.0,80,dataset/Кроп-2013-155_orig.jpg,cu_data/dataset/Кроп-2013-155_orig.jpg,True,Кроп-2013-155,Кроп-2013-155,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,True,False,False,uncertain_label,abbr_in_description|uncertain_text
1016,Кроп-2013-414,Тарелка,Сосуда (тарелки ?) фаянсового с темно-синей поливой внутри и снаружи донца фр-т,Фаянс,Ддон=12 см,Фрагмент,,,2013.0,107,dataset/Кроп-2013-414_orig.jpg,cu_data/dataset/Кроп-2013-414_orig.jpg,True,Кроп-2013-414,Кроп-2013-414,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,True,False,False,uncertain_label,abbr_in_description|uncertain_text
1020,Кроп-2013-421,Тарелка,Сосуда (тарелки ?) фаянсовой с белой поливой внутри и снаружи донца клейменого фр-т,Фаянс,Д=не определим,Фрагмент,,,2013.0,109,dataset/Кроп-2013-421_orig.jpg,cu_data/dataset/Кроп-2013-421_orig.jpg,True,Кроп-2013-421,Кроп-2013-421,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,True,False,False,uncertain_label,abbr_in_description|uncertain_text
1236,БП12-Г01-0732,Миска,Миски (?) красноглиняной орнаментированной с клеймом профиль,Красноглиняная керамика,"Д11-9,5; высота 2,7 см",Фрагмент,Горизонт 1/ темная гумусированная супесь с включением щепы и кирпичной крошки,,,151,dataset/БП12-Г01-0732_orig.jpg,cu_data/dataset/БП12-Г01-0732_orig.jpg,True,БП12-Г01-0732,БП12-Г01-0732,Миска,миска,Красноглиняная керамика,керамика,Фрагмент,фрагмент,Миска,миска,False,True,False,False,uncertain_label,uncertain_text|material_synonym_variant
5034,Маяк-11-Ш3-68,Тарелка,Тарелки фарфоровой с подглазурным (?) печатным полихромным растительным орнаментом и клеймом профиль,Фарфор,18 см,Фрагмент,,,2011.0,508,dataset/Маяк-11-Ш3-68_orig.jpg,cu_data/dataset/Маяк-11-Ш3-68_orig.jpg,True,Маяк-11-Ш3-68,Маяк-11-Ш3,Тарелка,тарелка,Фарфор,фарфор,Фрагмент,фрагмент,Тарелка,тарелка,False,True,False,False,uncertain_label,uncertain_text
5038,Маяк-11-Ш3-72,Тарелка,Сосуда фаянсового с подглазурным (?) печатным кобальтовым растительным орнаментом снаружи венчика фр-т,Фаянс,18 см,Фрагмент,,,2011.0,509,dataset/Маяк-11-Ш3-72_orig.jpg,cu_data/dataset/Маяк-11-Ш3-72_orig.jpg,True,Маяк-11-Ш3-72,Маяк-11-Ш3,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,True,False,False,uncertain_label,abbr_in_description|uncertain_text
6213,Нц-24-026,Тарелка,Тарелки (?) стеклянной края фр-т,Стекло,D16 см,Фрагмент,Желтая мешаная супесь/ гориз.2,,,532,dataset/Нц-24-026_orig.jpg,cu_data/dataset/Нц-24-026_orig.jpg,True,Нц-24-026,Нц-24-026,Тарелка,тарелка,Стекло,стекло,Фрагмент,фрагмент,Тарелка,тарелка,False,True,False,False,uncertain_label,abbr_in_description|uncertain_text
6256,Нц-24-190,Миска,Миски (?) белоглиняной с белой поливой снаружи и внутри с синей росписью венчика фр-т,Керамика,D15 см,Фрагмент,Желтая мешаная супесь/,,,535,dataset/Нц-24-190_orig.jpg,cu_data/dataset/Нц-24-190_orig.jpg,True,Нц-24-190,Нц-24-190,Миска,миска,Керамика,керамика,Фрагмент,фрагмент,Миска,миска,False,True,False,False,uncertain_label,abbr_in_description|uncertain_text
8413,Нц-35-151,Тарелка,Сосуда (тарелки?) фарфорового донной части фр-т,Фарфор,D9 см,Фрагмент,Строительный мусор/ гориз. 2,,,657,dataset/Нц-35-151_orig.jpg,cu_data/dataset/Нц-35-151_orig.jpg,True,Нц-35-151,Нц-35-151,Тарелка,тарелка,Фарфор,фарфор,Фрагмент,фрагмент,Тарелка,тарелка,False,True,False,False,uncertain_label,abbr_in_description|uncertain_text
10728,Нц-46-150,Крышка,Крышка сахарницы(?) фаянсовая с ручкой с белой поливой внутри и снаружи,Фаянс,"D7,5 см",Целый,Шлак,,,818,dataset/Нц-46-150_orig.jpg,cu_data/dataset/Нц-46-150_orig.jpg,True,Нц-46-150,Нц-46-150,Крышка,крышка,Фаянс,фаянс,Целый,целый,Крышка,крышка,False,True,False,False,uncertain_label,uncertain_text
12243,Нейш3А-2018-0954,Изразец,Изразца?печного с зеленой поливой снаружи фр-т,Керамика,"5х3х1,2 см",Фрагмент,Современный строительный мусор,,,966,dataset/Нейш3А-2018-0954_orig.jpg,cu_data/dataset/Нейш3А-2018-0954_orig.jpg,True,Нейш3А-2018-0954,Нейш3А-2018-0954,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,True,False,False,uncertain_label,abbr_in_description|uncertain_text
12349,Нейш3А-2018-1154,Тарелка,Тарелки?белоглиняной с желтой поливой снаружи и внутри венчика фр-т,Керамика,"3,3х2,8 см",Фрагмент,Современный строительный мусор,,,976,dataset/Нейш3А-2018-1154_orig.jpg,cu_data/dataset/Нейш3А-2018-1154_orig.jpg,True,Нейш3А-2018-1154,Нейш3А-2018-1154,Тарелка,тарелка,Керамика,керамика,Фрагмент,фрагмент,Тарелка,тарелка,False,True,False,False,uncertain_label,abbr_in_description|uncertain_text
12503,Нейш3А-2018-1473,Крышка,Ручки?фаянсовой в форме цветка навершия фр-т,Фаянс,"5х3,5х1,5 см",Фрагмент,Темно-коричневая супесь,,,993,dataset/Нейш3А-2018-1473_orig.jpg,cu_data/dataset/Нейш3А-2018-1473_orig.jpg,True,Нейш3А-2018-1473,Нейш3А-2018-1473,Крышка,крышка,Фаянс,фаянс,Фрагмент,фрагмент,Крышка,крышка,False,True,False,False,uncertain_label,abbr_in_description|uncertain_text
12504,Нейш3А-2018-1476,Тарелка,Тарелочки?прозрачного бесцветного стекла с волнообразным краем и рельефным цветочным орнаментом снаружи донца профиль,Стекло,"Д=7 h=1,2 см",Фрагмент,Темно-коричневая супесь,,,994,dataset/Нейш3А-2018-1476_orig.jpg,cu_data/dataset/Нейш3А-2018-1476_orig.jpg,True,Нейш3А-2018-1476,Нейш3А-2018-1476,Тарелка,тарелка,Стекло,стекло,Фрагмент,фрагмент,Тарелка,тарелка,False,True,False,False,uncertain_label,uncertain_text
12810,Нейш3А-2018-2087,Тарелка,Тарелки красноглиняной с белой обмазкой снаружи и зеленым поливным орнаментом на коричневом фоне внутри клейменой? донца фр-т,Керамика,д=12 см,Фрагмент,Темно-коричневая супесь,,,1015,dataset/Нейш3А-2018-2087_orig.jpg,cu_data/dataset/Нейш3А-2018-2087_orig.jpg,True,Нейш3А-2018-2087,Нейш3А-2018-2087,Тарелка,тарелка,Керамика,керамика,Фрагмент,фрагмент,Тарелка,тарелка,False,True,False,False,uncertain_label,abbr_in_description|uncertain_text
13381,Нейш3А-2018-3712,Изразец,Изразца?светлоглиняного с желтой поливой и рельефным орнаментом снаружи стенки фр-т,Керамика,"4,5+х6,5+х0,6 см",Фрагмент,Современный строительный мусор,,,1058,dataset/Нейш3А-2018-3712_orig.jpg,cu_data/dataset/Нейш3А-2018-3712_orig.jpg,True,Нейш3А-2018-3712,Нейш3А-2018-3712,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,True,False,False,uncertain_label,abbr_in_description|uncertain_text
13806,Нейш3А-2018-5893,Тарелка,Тарелочки?белоглиняной с рельефным изображением внутри венчика фр-т,Керамика,Д=6+ см,Фрагмент,Строительный мусор с включением битого кирпича,,,1115,dataset/Нейш3А-2018-5893_orig.jpg,cu_data/dataset/Нейш3А-2018-5893_orig.jpg,True,Нейш3А-2018-5893,Нейш3А-2018-5893,Тарелка,тарелка,Керамика,керамика,Фрагмент,фрагмент,Тарелка,тарелка,False,True,False,False,uncertain_label,abbr_in_description|uncertain_text
13822,Нейш3А-2018-5970,Крышка,Крышечка?фарфоровая плоская с зеленой поливой и золотистой отводкой края снаружи и фр-том прилепа ручки в центре,Фарфор,"Д=3,4 см",Фрагмент,Современный строительный мусор,,,1119,dataset/Нейш3А-2018-5970_orig.jpg,cu_data/dataset/Нейш3А-2018-5970_orig.jpg,True,Нейш3А-2018-5970,Нейш3А-2018-5970,Крышка,крышка,Фарфор,фарфор,Фрагмент,фрагмент,Крышка,крышка,False,True,False,False,uncertain_label,abbr_in_description|uncertain_text
41,М102-2012-1-0496,Изразец,Изразца красноглиняного плоского с белой поливой и голубой росписью фр-т,Керамика,"9,9+ х 6,4+ х 1,3+ см",Фрагмент,Пестрая мешаная супесь,ИИМК РАН,2012.0,1,dataset/М102-2012-1-0496_orig.jpg,cu_data/dataset/М102-2012-1-0496_orig.jpg,True,М102-2012-1-0496,М102-2012-1,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,False,True,False,group_conflict,abbr_in_description|group_conflict
49,М102-2012-1-0529,Изразец,Изразца-перемычки красноглиняного с белой поливой и кобальтовой растительной росписью фр-т,Керамика,"4,5+ х 4,3 х 4,2+ см",Фрагмент,Пестрая мешаная супесь,ИИМК РАН,2012.0,2,dataset/М102-2012-1-0529_orig.jpg,cu_data/dataset/М102-2012-1-0529_orig.jpg,True,М102-2012-1-0529,М102-2012-1,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,False,True,False,group_conflict,abbr_in_description|group_conflict
64,М102-2012-1-0611,Изразец,Изразца красноглиняного плоского с белой поливой и голубой росписью фр-т,Керамика,"9,8+ х 6,8+ х 2,2 см",Фрагмент,Дерн со щепой,ИИМК РАН,2012.0,5,dataset/М102-2012-1-0611_orig.jpg,cu_data/dataset/М102-2012-1-0611_orig.jpg,True,М102-2012-1-0611,М102-2012-1,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,False,True,False,group_conflict,abbr_in_description|group_conflict
83,М102-2012-1-0691,Миска,"Миски серолощеной с орнаментом ""волна"" снаружи венчика фр-т",Керамика,D28 см,Фрагмент,Темно-серая сильногумусированная супесь (низ пестрой),ИИМК РАН,2012.0,6,dataset/М102-2012-1-0691_orig.jpg,cu_data/dataset/М102-2012-1-0691_orig.jpg,True,М102-2012-1-0691,М102-2012-1,Миска,миска,Керамика,керамика,Фрагмент,фрагмент,Миска,миска,False,False,True,False,group_conflict,abbr_in_description|group_conflict
107,М102-2012-1-0837,Тарелка,Тарелки фаянсовой с белой поливой внутри и снаружи края фигурного фр-т,Фаянс,D? см,Фрагмент,Дерн со щепой,ИИМК РАН,2012.0,10,dataset/М102-2012-1-0837_orig.jpg,cu_data/dataset/М102-2012-1-0837_orig.jpg,True,М102-2012-1-0837,М102-2012-1,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,abbr_in_description|group_conflict
111,М102-2012-1-0847,Тарелка,Тарелки фаянсовой с белой поливой внутри и снаружи края фигурного фр-т,Фаянс,D? см,Фрагмент,Дерн со щепой,ИИМК РАН,2012.0,12,dataset/М102-2012-1-0847_orig.jpg,cu_data/dataset/М102-2012-1-0847_orig.jpg,True,М102-2012-1-0847,М102-2012-1,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,abbr_in_description|group_conflict
115,М102-2012-1-0851,Тарелка,Тарелки фаянсовой с белой поливой внутри и снаружи края фигурного фр-т,Фаянс,D ок20 см,Фрагмент,Дерн со щепой,ИИМК РАН,2012.0,13,dataset/М102-2012-1-0851_orig.jpg,cu_data/dataset/М102-2012-1-0851_orig.jpg,True,М102-2012-1-0851,М102-2012-1,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,abbr_in_description|group_conflict
129,М102-2012-1-0942,Миска,Миски красноглиняной с белым ангобом внутри и снаружи профиль,Керамика,"D26 (донце), D21 (венчик) см",Фрагмент,Дерн со щепой,ИИМК РАН,2012.0,14,dataset/М102-2012-1-0942_orig.jpg,cu_data/dataset/М102-2012-1-0942_orig.jpg,True,М102-2012-1-0942,М102-2012-1,Миска,миска,Керамика,керамика,Фрагмент,фрагмент,Миска,миска,False,False,True,False,group_conflict,group_conflict
133,М102-2012-1-0949,Изразец,Изразца красноглиняного плоского с белой поливой и голубой росписью фр-т,Керамика,"10+ х 9+ х 1,5; выс румпы=4,5 см",Фрагмент,Дерн со щепой,ИИМК РАН,2012.0,15,dataset/М102-2012-1-0949_orig.jpg,cu_data/dataset/М102-2012-1-0949_orig.jpg,True,М102-2012-1-0949,М102-2012-1,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,False,True,False,group_conflict,abbr_in_description|group_conflict
144,М102-2012-1-1008,Изразец,"Изразца красноглиняного с белой поливой, растительным орнаментом и монохромной растительной росписью фр-т",Керамика,"10,7+ х 6,4+ х 6+ см",Фрагмент,Дерн со щепой,ИИМК РАН,2012.0,16,dataset/М102-2012-1-1008_orig.jpg,cu_data/dataset/М102-2012-1-1008_orig.jpg,True,М102-2012-1-1008,М102-2012-1,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,False,True,False,group_conflict,abbr_in_description|group_conflict
156,М102-2012-2-0543,Блюдце,Блюдца фарфорового с белой поливой снаружи и внутри с зеленой растительной росписью в технике деколь профиля фр-т,Фарфор,"D8 (донце), D15 (край) см",Фрагмент,Дерн,ИИМК РАН,2012.0,18,dataset/М102-2012-2-0543_orig.jpg,cu_data/dataset/М102-2012-2-0543_orig.jpg,True,М102-2012-2-0543,М102-2012-2,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,abbr_in_description|group_conflict
162,М102-2012-2-1028,Тарелка,Тарелки фаянсовой с белой поливой снаружи и внутри с полихромной растительной росписью профиль,Фаянс,D24 см,Фрагмент,Битый кирпич,ИИМК РАН,2012.0,19,dataset/М102-2012-2-1028_orig.jpg,cu_data/dataset/М102-2012-2-1028_orig.jpg,True,М102-2012-2-1028,М102-2012-2,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,group_conflict
192,М102-2012-2-1086,Тарелка,Тарелки фаянсовой с белой поливой снаружи и внутри с полихромной растительной росписью донца фр-т,Фаянс,D13 см,Фрагмент,"Желтый песок, подсыпка под мостовой 1",ИИМК РАН,2012.0,21,dataset/М102-2012-2-1086_orig.jpg,cu_data/dataset/М102-2012-2-1086_orig.jpg,True,М102-2012-2-1086,М102-2012-2,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,abbr_in_description|group_conflict
204,М102-2012-2-1121,Блюдце,Блюдца фарфорового с белой поливой снаружи и внутри края фр-т,Фарфор,D15 см,Фрагмент,Слой под мостовой 2,ИИМК РАН,2012.0,23,dataset/М102-2012-2-1121_orig.jpg,cu_data/dataset/М102-2012-2-1121_orig.jpg,True,М102-2012-2-1121,М102-2012-2,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,abbr_in_description|group_conflict
206,М102-2012-2-1123,Блюдце,Блюдца фарфорового с белой поливой снаружи и зеленой внутри донца фр-т,Фарфор,D9 см,Фрагмент,Слой под мостовой 2,ИИМК РАН,2012.0,24,dataset/М102-2012-2-1123_orig.jpg,cu_data/dataset/М102-2012-2-1123_orig.jpg,True,М102-2012-2-1123,М102-2012-2,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,abbr_in_description|group_conflict
208,М102-2012-2-1125,Крышка,Сосуда фарфорового с белой поливой внутри и снаружи с золотой окантовкой снаружи крышки фр-т,Фарфор,D5 см,Фрагмент,Слой под мостовой 2,ИИМК РАН,2012.0,25,dataset/М102-2012-2-1125_orig.jpg,cu_data/dataset/М102-2012-2-1125_orig.jpg,True,М102-2012-2-1125,М102-2012-2,Крышка,крышка,Фарфор,фарфор,Фрагмент,фрагмент,Крышка,крышка,False,False,True,False,group_conflict,abbr_in_description|group_conflict
223,М102-2012-2-1181,Плитка,Плитки  желтоглиняной облицовочной с голубой поливой снаружи и клеймом на внутренней стороне фр-т,Керамика,"12+ х 7,3+ х 1,1 см",Фрагмент,,ИИМК РАН,2012.0,27,dataset/М102-2012-2-1181_orig.jpg,cu_data/dataset/М102-2012-2-1181_orig.jpg,True,М102-2012-2-1181,М102-2012-2,Плитка,плитка,Керамика,керамика,Фрагмент,фрагмент,Плитка,плитка,False,False,True,False,group_conflict,abbr_in_description|group_conflict
232,М102-2012-2-1248,Блюдце,Блюдца фарфорового с белой поливой внутри и снаружи донца клейменого фр-т,Фарфор,"4+ х 2,9+ х 0,4 см",Фрагмент,,ИИМК РАН,2012.0,28,dataset/М102-2012-2-1248_orig.jpg,cu_data/dataset/М102-2012-2-1248_orig.jpg,True,М102-2012-2-1248,М102-2012-2,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,abbr_in_description|group_conflict
236,М102-2012-2-1264,Тарелка,Тарелки фаянсовой с белой поливой снаружи и кобальтовой геометрической росписью внутри края фр-т,Фаянс,D26 см,Фрагмент,Слой под цементным полом (мусор XIX века),ИИМК РАН,2012.0,29,dataset/М102-2012-2-1264_orig.jpg,cu_data/dataset/М102-2012-2-1264_orig.jpg,True,М102-2012-2-1264,М102-2012-2,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,abbr_in_description|group_conflict
237,М102-2012-2-1265,Тарелка,Тарелки фаянсовой с белой поливой снаружи и кобальтовой растительно-геометрической росписью внутри края фр-т,Фаянс,D26 см,Фрагмент,Слой под цементным полом (мусор XIX века),ИИМК РАН,2012.0,30,dataset/М102-2012-2-1265_orig.jpg,cu_data/dataset/М102-2012-2-1265_orig.jpg,True,М102-2012-2-1265,М102-2012-2,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,abbr_in_description|group_conflict
238,М102-2012-2-1267,Тарелка,Тарелки фаянсовой с белой поливой снаружи и кобальтовой растительно-геометрической росписью внутри края фр-т,Фаянс,D26 см,Фрагмент,Слой под цементным полом (мусор XIX века),ИИМК РАН,2012.0,31,dataset/М102-2012-2-1267_orig.jpg,cu_data/dataset/М102-2012-2-1267_orig.jpg,True,М102-2012-2-1267,М102-2012-2,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,abbr_in_description|group_conflict
241,М102-2012-2-1271,Блюдце,Блюдца фарфорового с белой поливой снаружи и внутри с рельефной поверхностью придонной части фр-т,Фарфор,D8 см,Фрагмент,Слой под цементным полом (мусор XIX века),ИИМК РАН,2012.0,32,dataset/М102-2012-2-1271_orig.jpg,cu_data/dataset/М102-2012-2-1271_orig.jpg,True,М102-2012-2-1271,М102-2012-2,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,abbr_in_description|group_conflict
249,М102-2012-2-1279,Крышка,Сосуда прозрачного стекла крышки фр-т,Стекло,"7,5+ х 5,9+ х 0,2 см",Фрагмент,Слой под цементным полом (мусор XIX века),ИИМК РАН,2012.0,33,dataset/М102-2012-2-1279_orig.jpg,cu_data/dataset/М102-2012-2-1279_orig.jpg,True,М102-2012-2-1279,М102-2012-2,Крышка,крышка,Стекло,стекло,Фрагмент,фрагмент,Крышка,крышка,False,False,True,False,group_conflict,abbr_in_description|group_conflict
262,М102-2012-2-1313,Блюдце,Блюдца фарфорового с золотой окантовкой снаружи донца клейменого фр-т,Фарфор,D9 см,Фрагмент,,ИИМК РАН,2012.0,34,dataset/М102-2012-2-1313_orig.jpg,cu_data/dataset/М102-2012-2-1313_orig.jpg,True,М102-2012-2-1313,М102-2012-2,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,abbr_in_description|group_conflict
263,М102-2012-2-1314,Крышка,Сосуда фарфорового с белой поливой внутри и снаружи с золотой окантовкой крышки фр-т,Фарфор,D7 см,Фрагмент,,ИИМК РАН,2012.0,35,dataset/М102-2012-2-1314_orig.jpg,cu_data/dataset/М102-2012-2-1314_orig.jpg,True,М102-2012-2-1314,М102-2012-2,Крышка,крышка,Фарфор,фарфор,Фрагмент,фрагмент,Крышка,крышка,False,False,True,False,group_conflict,abbr_in_description|group_conflict
265,М102-2012-2-1319,Тарелка,Тарелки фаянсовой с белой поливой снаружи и внутри края фр-т,Фаянс,D25 см,Фрагмент,Слой под цементным полом (мусор XIX века),ИИМК РАН,2012.0,36,dataset/М102-2012-2-1319_orig.jpg,cu_data/dataset/М102-2012-2-1319_orig.jpg,True,М102-2012-2-1319,М102-2012-2,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,abbr_in_description|group_conflict
